sequence_id,event_id,sector_id,corridor_id,state,district,latitude,longitude,start_time,end_time,forecast_origin,prediction_time,temporal_span_hours,present_timesteps,missing_timesteps,coverage_ratio,sequence_type,is_event_sample,target_6h,target_12h,target_24h,target_48h,target_window_start,target_window_end,event_time,label_confidence,data_quality,provenance,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_48h,rain_72h,antecedent_rain_3d,antecedent_rain_7d,api_30d,rain_intensity,fos,soil_moisture,soil_porosity,pore_pressure,effective_stress,hydraulic_saturation,tilt,tilt_rate_24h,ground_displacement,displacement_velocity_24h,slope,aspect,elevation,curvature,ndvi,ndvi_anomaly,insar_velocity,seismic_count_24h,max_magnitude_24h,nearest_seismic_distance,historical_susceptibility
SEQ_V4_TRAIN_DB_MZ-KOLASIB-01_0061,NONE_DB_CONTROL,MZ-KOLASIB-01,NH-306 Silchar-Aizawl Link,Mizoram,Kolasib,24.225,92.678,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,11.0,,,,,,0.1,1.631,,,0.0,,,,,,0.17,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-KOLASIB-01_0062,NONE_DB_CONTROL,MZ-KOLASIB-01,NH-306 Silchar-Aizawl Link,Mizoram,Kolasib,24.225,92.678,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,11.0,,,,,,0.0,1.631,,,0.0,,,,,,0.17,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-KOLASIB-01_0063,NONE_DB_CONTROL,MZ-KOLASIB-01,NH-306 Silchar-Aizawl Link,Mizoram,Kolasib,24.225,92.678,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,5.0,,,,,,0.0,1.631,,,0.0,,,,,,0.13,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-KOLASIB-01_0064,NONE_DB_CONTROL,MZ-KOLASIB-01,NH-306 Silchar-Aizawl Link,Mizoram,Kolasib,24.225,92.678,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,117.4,,,,,,6.52,1.298,,,24.58,,,,,,2.05,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_MZ-KOLASIB-01_0065,NONE_DB_CONTROL,MZ-KOLASIB-01,NH-306 Silchar-Aizawl Link,Mizoram,Kolasib,24.225,92.678,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,114.2,,,,,,6.34,1.308,,,23.81,,,,,,2.0,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_MZ-SAIRANG-01_0066,NONE_DB_CONTROL,MZ-SAIRANG-01,Bairabi-Sairang Rail Spur,Mizoram,Aizawl,23.805,92.659,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,4.4,,,,,,0.2,1.631,,,0.0,,,,,,0.14,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-SAIRANG-01_0067,NONE_DB_CONTROL,MZ-SAIRANG-01,Bairabi-Sairang Rail Spur,Mizoram,Aizawl,23.805,92.659,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,4.4,,,,,,0.3,1.631,,,0.0,,,,,,0.14,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-SAIRANG-01_0068,NONE_DB_CONTROL,MZ-SAIRANG-01,Bairabi-Sairang Rail Spur,Mizoram,Aizawl,23.805,92.659,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,4.4,,,,,,0.1,1.631,,,0.0,,,,,,0.14,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-SAIRANG-01_0069,NONE_DB_CONTROL,MZ-SAIRANG-01,Bairabi-Sairang Rail Spur,Mizoram,Aizawl,23.805,92.659,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,3.5,,,,,,0.0,1.631,,,0.0,,,,,,0.11,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-SAIRANG-01_0070,NONE_DB_CONTROL,MZ-SAIRANG-01,Bairabi-Sairang Rail Spur,Mizoram,Aizawl,23.805,92.659,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,67.0,,,,,,3.72,1.462,,,12.48,,,,,,1.17,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_MZ-SAIRANG-01_0071,NONE_DB_CONTROL,MZ-SAIRANG-01,Bairabi-Sairang Rail Spur,Mizoram,Aizawl,23.805,92.659,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,63.8,,,,,,3.54,1.472,,,11.71,,,,,,1.12,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_NL-DZUDZA-01_0072,NONE_DB_CONTROL,NL-DZUDZA-01,NH-29 Km 15,Nagaland,Kohima,25.67,94.02,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,21.7,,,,,,0.4,1.609,,,1.61,,,,,,0.37,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-DZUDZA-01_0073,NONE_DB_CONTROL,NL-DZUDZA-01,NH-29 Km 15,Nagaland,Kohima,25.67,94.02,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,21.7,,,,,,0.1,1.609,,,1.61,,,,,,0.37,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-DZUDZA-01_0074,NONE_DB_CONTROL,NL-DZUDZA-01,NH-29 Km 15,Nagaland,Kohima,25.67,94.02,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,21.7,,,,,,0.0,1.609,,,1.61,,,,,,0.37,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-DZUDZA-01_0075,NONE_DB_CONTROL,NL-DZUDZA-01,NH-29 Km 15,Nagaland,Kohima,25.67,94.02,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,20.8,,,,,,0.0,1.612,,,1.39,,,,,,0.43,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-DZUDZA-01_0076,NONE_DB_CONTROL,NL-DZUDZA-01,NH-29 Km 15,Nagaland,Kohima,25.67,94.02,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,67.8,,,,,,3.77,1.459,,,12.67,,,,,,1.19,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_NL-DZUDZA-01_0077,NONE_DB_CONTROL,NL-DZUDZA-01,NH-29 Km 15,Nagaland,Kohima,25.67,94.02,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,63.8,,,,,,3.54,1.472,,,11.71,,,,,,1.12,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_NL-PAGALA-01_0078,NONE_DB_CONTROL,NL-PAGALA-01,NH-29 Dimapur-Kohima Lifeline,Nagaland,Kohima,25.688,93.985,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,16.3,,,,,,0.3,0.822,,,0.31,,,,,,0.19,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-PAGALA-01_0079,NONE_DB_CONTROL,NL-PAGALA-01,NH-29 Dimapur-Kohima Lifeline,Nagaland,Kohima,25.688,93.985,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,16.3,,,,,,0.1,0.822,,,0.31,,,,,,0.19,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-PAGALA-01_0080,NONE_DB_CONTROL,NL-PAGALA-01,NH-29 Dimapur-Kohima Lifeline,Nagaland,Kohima,25.688,93.985,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,16.3,,,,,,0.1,0.822,,,0.31,,,,,,0.19,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-PAGALA-01_0081,NONE_DB_CONTROL,NL-PAGALA-01,NH-29 Dimapur-Kohima Lifeline,Nagaland,Kohima,25.688,93.985,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,12.8,,,,,,0.0,0.824,,,0.0,,,,,,0.19,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-PAGALA-01_0082,NONE_DB_CONTROL,NL-PAGALA-01,NH-29 Dimapur-Kohima Lifeline,Nagaland,Kohima,25.688,93.985,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,68.2,,,,,,3.79,0.749,,,12.77,,,,,,1.19,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_NL-PAGALA-01_0083,NONE_DB_CONTROL,NL-PAGALA-01,NH-29 Dimapur-Kohima Lifeline,Nagaland,Kohima,25.688,93.985,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,65.0,,,,,,3.61,0.753,,,12.0,,,,,,1.14,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_NL-PIPHEMA-01_0084,NONE_DB_CONTROL,NL-PIPHEMA-01,NH-29,Nagaland,Chümoukedima,25.756,93.912,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,5.9,,,,,,0.1,0.955,,,0.0,,,,,,0.18,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-PIPHEMA-01_0085,NONE_DB_CONTROL,NL-PIPHEMA-01,NH-29,Nagaland,Chümoukedima,25.756,93.912,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,5.9,,,,,,0.1,0.955,,,0.0,,,,,,0.18,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-PIPHEMA-01_0086,NONE_DB_CONTROL,NL-PIPHEMA-01,NH-29,Nagaland,Chümoukedima,25.756,93.912,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,5.9,,,,,,0.1,0.955,,,0.0,,,,,,0.18,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-PIPHEMA-01_0087,NONE_DB_CONTROL,NL-PIPHEMA-01,NH-29,Nagaland,Chümoukedima,25.756,93.912,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,4.3,,,,,,0.0,0.955,,,0.0,,,,,,0.23,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_NL-PIPHEMA-01_0088,NONE_DB_CONTROL,NL-PIPHEMA-01,NH-29,Nagaland,Chümoukedima,25.756,93.912,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,76.2,,,,,,4.23,0.852,,,14.69,,,,,,1.33,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_NL-PIPHEMA-01_0089,NONE_DB_CONTROL,NL-PIPHEMA-01,NH-29,Nagaland,Chümoukedima,25.756,93.912,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,72.2,,,,,,4.01,0.859,,,13.73,,,,,,1.26,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_SK-DIKCHU-01_0090,NONE_DB_CONTROL,SK-DIKCHU-01,North Sikkim Highway,Sikkim,North Sikkim,27.382,88.583,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,12.3,,,,,,0.2,2.336,,,0.0,,,,,,0.47,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-DIKCHU-01_0091,NONE_DB_CONTROL,SK-DIKCHU-01,North Sikkim Highway,Sikkim,North Sikkim,27.382,88.583,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,12.3,,,,,,0.1,2.336,,,0.0,,,,,,0.47,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-DIKCHU-01_0092,NONE_DB_CONTROL,SK-DIKCHU-01,North Sikkim Highway,Sikkim,North Sikkim,27.382,88.583,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,12.3,,,,,,0.0,2.336,,,0.0,,,,,,0.47,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-DIKCHU-01_0093,NONE_DB_CONTROL,SK-DIKCHU-01,North Sikkim Highway,Sikkim,North Sikkim,27.382,88.583,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,11.0,,,,,,0.0,2.336,,,0.0,,,,,,0.44,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-DIKCHU-01_0094,NONE_DB_CONTROL,SK-DIKCHU-01,North Sikkim Highway,Sikkim,North Sikkim,27.382,88.583,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,87.4,,,,,,4.86,1.951,,,17.38,,,,,,1.53,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_SK-DIKCHU-01_0095,NONE_DB_CONTROL,SK-DIKCHU-01,North Sikkim Highway,Sikkim,North Sikkim,27.382,88.583,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,84.2,,,,,,4.68,1.968,,,16.61,,,,,,1.47,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_SK-MANGAN-01_0096,NONE_DB_CONTROL,SK-MANGAN-01,Mangan-Chungthang Road,Sikkim,Mangan,27.502,88.528,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,52.3,,,,,,0.4,1.193,,,8.95,,,,,,1.22,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-MANGAN-01_0097,NONE_DB_CONTROL,SK-MANGAN-01,Mangan-Chungthang Road,Sikkim,Mangan,27.502,88.528,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,52.3,,,,,,0.2,1.193,,,8.95,,,,,,1.22,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-MANGAN-01_0098,NONE_DB_CONTROL,SK-MANGAN-01,Mangan-Chungthang Road,Sikkim,Mangan,27.502,88.528,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,52.3,,,,,,0.1,1.193,,,8.95,,,,,,1.22,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-MANGAN-01_0099,NONE_DB_CONTROL,SK-MANGAN-01,Mangan-Chungthang Road,Sikkim,Mangan,27.502,88.528,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,50.4,,,,,,0.1,1.198,,,8.5,,,,,,1.27,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_SK-MANGAN-01_0100,NONE_DB_CONTROL,SK-MANGAN-01,Mangan-Chungthang Road,Sikkim,Mangan,27.502,88.528,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,100.6,,,,,,5.59,1.065,,,20.54,,,,,,1.76,,,,,,,,,5.2,,
